signal_id,account_id,signal_date,signal_type,content,sentiment,sentiment_score,arc_id,story_phase,linked_node_id,signal_ref
intervention_sig_445011_191,445011,2026-05-27,customer_feedback,Product adoption metrics trending well,positive,0.63,steady_performer,,,intervention_sig_445011_191
intervention_sig_445011_192,445011,2026-05-18,meeting,Product adoption metrics trending well,neutral,-0.0,steady_performer,,,intervention_sig_445011_192
intervention_sig_445011_193,445011,2026-06-16,meeting,Expansion discussion in early stages,positive,0.57,steady_performer,,,intervention_sig_445011_193
intervention_sig_445011_194,445011,2026-06-19,meeting,Regular QBR completed successfully,neutral,0.22,steady_performer,,,intervention_sig_445011_194
intervention_sig_445011_195,445011,2026-07-05,meeting,Expansion discussion in early stages,neutral,0.16,steady_performer,,,intervention_sig_445011_195
intervention_sig_445011_196,445011,2026-07-01,meeting,Regular QBR completed successfully,positive,0.56,steady_performer,,,intervention_sig_445011_196
intervention_auto_recovery_445011_197,445011,2026-02-17,advocacy,Customer agreed to co-present at annual user conference.,positive,0.71,steady_performer,recovery,,intervention_auto_recovery_445011_197
intervention_auto_recovery_445011_198,445011,2026-03-10,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.88,steady_performer,recovery,,intervention_auto_recovery_445011_198
intervention_narrative_sig_445012_199,445012,2026-02-27,routine_review,Routine quarterly review completed,positive,0.63,steady_performer,review,,intervention_narrative_sig_445012_199
intervention_sig_445012_200,445012,2026-02-19,customer_feedback,Regular QBR completed successfully,neutral,-0.14,steady_performer,,,intervention_sig_445012_200
intervention_sig_445012_201,445012,2026-02-12,customer_feedback,Expansion discussion in early stages,neutral,0.08,steady_performer,,,intervention_sig_445012_201
intervention_sig_445012_202,445012,2026-03-26,meeting,Product adoption metrics trending well,positive,0.85,steady_performer,,,intervention_sig_445012_202
intervention_sig_445012_203,445012,2026-03-25,meeting,Champion engagement remains strong,neutral,0.11,steady_performer,,,intervention_sig_445012_203
intervention_sig_445012_204,445012,2026-04-08,observation,Expansion discussion in early stages,positive,0.92,steady_performer,,,intervention_sig_445012_204
intervention_sig_445012_205,445012,2026-04-18,observation,Champion engagement remains strong,positive,0.72,steady_performer,,,intervention_sig_445012_205
intervention_sig_445012_206,445012,2026-04-30,observation,Product adoption metrics trending well,neutral,0.11,steady_performer,,,intervention_sig_445012_206
intervention_sig_445012_207,445012,2026-05-10,health_check,Champion engagement remains strong,positive,0.63,steady_performer,,,intervention_sig_445012_207
intervention_sig_445012_208,445012,2026-06-19,meeting,Champion engagement remains strong,neutral,-0.11,steady_performer,,,intervention_sig_445012_208
intervention_sig_445012_209,445012,2026-06-11,health_check,Product adoption metrics trending well,positive,0.62,steady_performer,,,intervention_sig_445012_209
intervention_sig_445012_210,445012,2026-06-28,meeting,Product adoption metrics trending well,positive,0.56,steady_performer,,,intervention_sig_445012_210
intervention_sig_445012_211,445012,2026-07-14,observation,Expansion discussion in early stages,positive,0.6,steady_performer,,,intervention_sig_445012_211
intervention_auto_recovery_445012_212,445012,2026-02-28,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.82,steady_performer,recovery,,intervention_auto_recovery_445012_212
intervention_narrative_sig_445013_213,445013,2026-02-27,routine_review,Routine quarterly review completed,positive,0.51,steady_performer,review,,intervention_narrative_sig_445013_213
intervention_sig_445013_214,445013,2026-02-11,meeting,Champion engagement remains strong,positive,0.56,steady_performer,,,intervention_sig_445013_214
intervention_sig_445013_215,445013,2026-01-29,meeting,Expansion discussion in early stages,neutral,0.23,steady_performer,,,intervention_sig_445013_215
intervention_sig_445013_216,445013,2026-03-20,customer_feedback,Product adoption metrics trending well,positive,0.72,steady_performer,,,intervention_sig_445013_216
intervention_sig_445013_217,445013,2026-03-22,health_check,Regular QBR completed successfully,positive,0.65,steady_performer,,,intervention_sig_445013_217
intervention_sig_445013_218,445013,2026-04-18,customer_feedback,Regular QBR completed successfully,positive,0.61,steady_performer,,,intervention_sig_445013_218
intervention_sig_445013_219,445013,2026-04-05,health_check,Regular QBR completed successfully,positive,0.62,steady_performer,,,intervention_sig_445013_219
intervention_sig_445013_220,445013,2026-05-07,customer_feedback,Product adoption metrics trending well,positive,0.63,steady_performer,,,intervention_sig_445013_220
intervention_sig_445013_221,445013,2026-05-24,meeting,Regular QBR completed successfully,positive,0.7,steady_performer,,,intervention_sig_445013_221
intervention_sig_445013_222,445013,2026-06-16,meeting,Product adoption metrics trending well,positive,0.69,steady_performer,,,intervention_sig_445013_222
intervention_sig_445013_223,445013,2026-06-10,customer_feedback,Champion engagement remains strong,neutral,0.21,steady_performer,,,intervention_sig_445013_223
intervention_sig_445013_224,445013,2026-07-14,observation,Product adoption metrics trending well,positive,0.7,steady_performer,,,intervention_sig_445013_224
intervention_sig_445013_225,445013,2026-07-21,health_check,Champion engagement remains strong,positive,0.67,steady_performer,,,intervention_sig_445013_225
intervention_auto_recovery_445013_226,445013,2026-02-28,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.88,steady_performer,recovery,,intervention_auto_recovery_445013_226
intervention_narrative_sig_445014_227,445014,2026-02-27,routine_review,Routine quarterly review completed,positive,0.73,steady_performer,review,,intervention_narrative_sig_445014_227
intervention_sig_445014_228,445014,2026-02-21,health_check,Champion engagement remains strong,neutral,-0.0,steady_performer,,,intervention_sig_445014_228
intervention_sig_445014_229,445014,2026-02-26,meeting,Product adoption metrics trending well,positive,0.56,steady_performer,,,intervention_sig_445014_229
intervention_sig_445014_230,445014,2026-03-02,customer_feedback,Product adoption metrics trending well,positive,0.71,steady_performer,,,intervention_sig_445014_230
intervention_sig_445014_231,445014,2026-02-27,health_check,Regular QBR completed successfully,positive,0.61,steady_performer,,,intervention_sig_445014_231
intervention_sig_445014_232,445014,2026-04-20,observation,Expansion discussion in early stages,positive,0.54,steady_performer,,,intervention_sig_445014_232
intervention_sig_445014_233,445014,2026-04-13,health_check,Product adoption metrics trending well,positive,0.43,steady_performer,,,intervention_sig_445014_233
intervention_sig_445014_234,445014,2026-05-02,observation,Expansion discussion in early stages,positive,0.4,steady_performer,,,intervention_sig_445014_234
intervention_sig_445014_235,445014,2026-05-17,meeting,Product adoption metrics trending well,positive,0.72,steady_performer,,,intervention_sig_445014_235
intervention_sig_445014_236,445014,2026-06-19,meeting,Champion engagement remains strong,neutral,0.09,steady_performer,,,intervention_sig_445014_236
intervention_sig_445014_237,445014,2026-06-04,meeting,Regular QBR completed successfully,positive,0.61,steady_performer,,,intervention_sig_445014_237
intervention_sig_445014_238,445014,2026-07-16,health_check,Expansion discussion in early stages,neutral,0.12,steady_performer,,,intervention_sig_445014_238
intervention_sig_445014_239,445014,2026-07-05,health_check,Regular QBR completed successfully,positive,0.45,steady_performer,,,intervention_sig_445014_239
intervention_auto_recovery_445014_240,445014,2026-02-17,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.82,steady_performer,recovery,,intervention_auto_recovery_445014_240
intervention_auto_recovery_445014_241,445014,2026-03-10,advocacy,Customer agreed to co-present at annual user conference.,positive,0.75,steady_performer,recovery,,intervention_auto_recovery_445014_241
intervention_narrative_sig_445015_242,445015,2026-02-27,routine_review,Routine quarterly review completed,positive,0.74,steady_performer,review,,intervention_narrative_sig_445015_242
intervention_sig_445015_243,445015,2026-02-26,customer_feedback,Product adoption metrics trending well,neutral,-0.05,steady_performer,,,intervention_sig_445015_243
intervention_sig_445015_244,445015,2026-02-02,meeting,Regular QBR completed successfully,positive,0.55,steady_performer,,,intervention_sig_445015_244
intervention_sig_445015_245,445015,2026-03-12,observation,Expansion discussion in early stages,neutral,0.04,steady_performer,,,intervention_sig_445015_245
intervention_sig_445015_246,445015,2026-02-28,meeting,Product adoption metrics trending well,positive,0.61,steady_performer,,,intervention_sig_445015_246
intervention_sig_445015_247,445015,2026-04-14,meeting,Product adoption metrics trending well,positive,0.62,steady_performer,,,intervention_sig_445015_247
intervention_sig_445015_248,445015,2026-04-21,observation,Expansion discussion in early stages,neutral,0.15,steady_performer,,,intervention_sig_445015_248
intervention_sig_445015_249,445015,2026-05-08,meeting,Champion engagement remains strong,positive,0.74,steady_performer,,,intervention_sig_445015_249
intervention_sig_445015_250,445015,2026-05-05,health_check,Expansion discussion in early stages,positive,0.67,steady_performer,,,intervention_sig_445015_250
intervention_sig_445015_251,445015,2026-06-04,customer_feedback,Expansion discussion in early stages,positive,0.53,steady_performer,,,intervention_sig_445015_251
intervention_sig_445015_252,445015,2026-05-29,health_check,Product adoption metrics trending well,neutral,0.2,steady_performer,,,intervention_sig_445015_252
intervention_sig_445015_253,445015,2026-07-09,health_check,Expansion discussion in early stages,neutral,0.05,steady_performer,,,intervention_sig_445015_253
intervention_sig_445015_254,445015,2026-07-20,observation,Champion engagement remains strong,positive,0.62,steady_performer,,,intervention_sig_445015_254
intervention_auto_recovery_445015_255,445015,2026-02-28,advocacy,Customer agreed to co-present at annual user conference.,positive,0.63,steady_performer,recovery,,intervention_auto_recovery_445015_255
intervention_narrative_sig_445016_256,445016,2026-02-27,routine_review,Routine quarterly review completed,positive,0.75,steady_performer,review,,intervention_narrative_sig_445016_256
intervention_sig_445016_257,445016,2026-02-19,meeting,Champion engagement remains strong,positive,0.73,steady_performer,,,intervention_sig_445016_257
intervention_sig_445016_258,445016,2026-02-11,health_check,Champion engagement remains strong,neutral,0.25,steady_performer,,,intervention_sig_445016_258
intervention_sig_445016_259,445016,2026-03-06,health_check,Product adoption metrics trending well,neutral,-0.01,steady_performer,,,intervention_sig_445016_259
intervention_sig_445016_260,445016,2026-03-06,customer_feedback,Expansion discussion in early stages,positive,0.54,steady_performer,,,intervention_sig_445016_260
intervention_sig_445016_261,445016,2026-04-25,customer_feedback,Expansion discussion in early stages,positive,0.57,steady_performer,,,intervention_sig_445016_261
intervention_sig_445016_262,445016,2026-04-21,health_check,Champion engagement remains strong,positive,0.76,steady_performer,,,intervention_sig_445016_262
intervention_sig_445016_263,445016,2026-05-11,health_check,Product adoption metrics trending well,positive,0.78,steady_performer,,,intervention_sig_445016_263
intervention_sig_445016_264,445016,2026-05-11,meeting,Expansion discussion in early stages,positive,0.49,steady_performer,,,intervention_sig_445016_264
intervention_sig_445016_265,445016,2026-06-20,meeting,Expansion discussion in early stages,positive,0.49,steady_performer,,,intervention_sig_445016_265
intervention_sig_445016_266,445016,2026-06-22,meeting,Expansion discussion in early stages,positive,0.58,steady_performer,,,intervention_sig_445016_266
intervention_sig_445016_267,445016,2026-07-12,meeting,Regular QBR completed successfully,positive,0.56,steady_performer,,,intervention_sig_445016_267
intervention_sig_445016_268,445016,2026-07-03,observation,Champion engagement remains strong,positive,0.5,steady_performer,,,intervention_sig_445016_268
intervention_auto_recovery_445016_269,445016,2026-02-17,advocacy,Customer agreed to co-present at annual user conference.,positive,0.71,steady_performer,recovery,,intervention_auto_recovery_445016_269
intervention_auto_recovery_445016_270,445016,2026-03-10,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.9,steady_performer,recovery,,intervention_auto_recovery_445016_270
intervention_narrative_sig_445017_271,445017,2026-02-27,routine_review,Routine quarterly review completed,positive,0.73,steady_performer,review,,intervention_narrative_sig_445017_271
intervention_sig_445017_272,445017,2026-01-28,observation,Product adoption metrics trending well,neutral,0.47,steady_performer,,,intervention_sig_445017_272
intervention_sig_445017_273,445017,2026-02-19,meeting,Expansion discussion in early stages,neutral,0.05,steady_performer,,,intervention_sig_445017_273
intervention_sig_445017_274,445017,2026-03-21,health_check,Champion engagement remains strong,neutral,0.11,steady_performer,,,intervention_sig_445017_274
intervention_sig_445017_275,445017,2026-03-19,meeting,Regular QBR completed successfully,neutral,-0.01,steady_performer,,,intervention_sig_445017_275
intervention_sig_445017_276,445017,2026-04-14,observation,Expansion discussion in early stages,positive,0.7,steady_performer,,,intervention_sig_445017_276
intervention_sig_445017_277,445017,2026-04-22,health_check,Regular QBR completed successfully,neutral,0.03,steady_performer,,,intervention_sig_445017_277
intervention_sig_445017_278,445017,2026-05-27,observation,Regular QBR completed successfully,positive,0.54,steady_performer,,,intervention_sig_445017_278
intervention_sig_445017_279,445017,2026-05-01,observation,Expansion discussion in early stages,neutral,0.03,steady_performer,,,intervention_sig_445017_279
intervention_sig_445017_280,445017,2026-06-02,meeting,Product adoption metrics trending well,positive,0.54,steady_performer,,,intervention_sig_445017_280
intervention_sig_445017_281,445017,2026-06-01,health_check,Regular QBR completed successfully,neutral,0.0,steady_performer,,,intervention_sig_445017_281
intervention_sig_445017_282,445017,2026-07-21,health_check,Product adoption metrics trending well,positive,0.47,steady_performer,,,intervention_sig_445017_282
intervention_sig_445017_283,445017,2026-07-07,observation,Expansion discussion in early stages,neutral,0.09,steady_performer,,,intervention_sig_445017_283
intervention_auto_recovery_445017_284,445017,2026-02-28,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.89,steady_performer,recovery,,intervention_auto_recovery_445017_284
intervention_narrative_sig_445018_285,445018,2026-02-27,routine_review,Routine quarterly review completed,positive,0.74,steady_performer,review,,intervention_narrative_sig_445018_285
intervention_sig_445018_286,445018,2026-02-08,customer_feedback,Regular QBR completed successfully,neutral,-0.02,steady_performer,,,intervention_sig_445018_286
intervention_sig_445018_287,445018,2026-02-23,observation,Expansion discussion in early stages,positive,0.62,steady_performer,,,intervention_sig_445018_287
intervention_sig_445018_288,445018,2026-03-18,meeting,Product adoption metrics trending well,neutral,0.19,steady_performer,,,intervention_sig_445018_288
intervention_sig_445018_289,445018,2026-03-01,health_check,Champion engagement remains strong,neutral,0.03,steady_performer,,,intervention_sig_445018_289
intervention_sig_445018_290,445018,2026-03-31,health_check,Champion engagement remains strong,positive,0.64,steady_performer,,,intervention_sig_445018_290
intervention_sig_445018_291,445018,2026-04-02,meeting,Champion engagement remains strong,positive,0.64,steady_performer,,,intervention_sig_445018_291
intervention_sig_445018_292,445018,2026-05-11,health_check,Expansion discussion in early stages,positive,0.54,steady_performer,,,intervention_sig_445018_292
intervention_sig_445018_293,445018,2026-05-18,observation,Product adoption metrics trending well,positive,0.69,steady_performer,,,intervention_sig_445018_293
intervention_sig_445018_294,445018,2026-05-30,health_check,Champion engagement remains strong,positive,0.52,steady_performer,,,intervention_sig_445018_294
intervention_sig_445018_295,445018,2026-06-17,customer_feedback,Expansion discussion in early stages,neutral,0.15,steady_performer,,,intervention_sig_445018_295
intervention_sig_445018_296,445018,2026-07-11,health_check,Champion engagement remains strong,neutral,0.14,steady_performer,,,intervention_sig_445018_296
intervention_sig_445018_297,445018,2026-07-12,observation,Regular QBR completed successfully,neutral,0.17,steady_performer,,,intervention_sig_445018_297
intervention_auto_recovery_445018_298,445018,2026-02-28,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.94,steady_performer,recovery,,intervention_auto_recovery_445018_298
