signal_id,account_id,signal_date,signal_type,content,sentiment,sentiment_score
sig_296008_0231,296008,2024-08-28,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.05
sig_296008_0232,296008,2024-08-28,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.29
sig_296008_0233,296008,2024-08-28,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.06
sig_296008_0234,296008,2024-09-24,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.01
sig_296008_0235,296008,2024-09-24,customer_feedback,NPS survey: Score steady at 5/10. Customer values reliability.,neutral,0.13
sig_296008_0236,296008,2024-10-10,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.07
sig_296008_0237,296008,2024-10-10,customer_feedback,NPS survey: Score steady at 7/10. Customer values reliability.,neutral,0.12
sig_296008_0238,296008,2024-10-10,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.05
sig_296008_0239,296008,2024-11-04,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.06
sig_296008_0240,296008,2024-11-04,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.1
sig_296008_0241,296008,2024-12-23,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.04
sig_296008_0242,296008,2024-12-23,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.43
sig_296008_0243,296008,2024-12-23,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.15
sig_296009_0244,296009,2024-01-03,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.85
sig_296009_0245,296009,2024-01-03,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.51
sig_296009_0246,296009,2024-01-03,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.67
sig_296009_0247,296009,2024-02-20,customer_feedback,Champion Sarah Johnson expressed frustration with batch throughput degradation.,negative,-0.34
sig_296009_0248,296009,2024-02-20,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.72
sig_296009_0249,296009,2024-02-20,incident,SLA breach: network latency exceeded threshold for 6h. Root cause under investigation.,negative,-0.51
sig_296009_0250,296009,2024-03-09,incident,SLA breach: network latency exceeded threshold for 8h. Root cause under investigation.,negative,-0.67
sig_296009_0251,296009,2024-03-09,customer_feedback,NPS score dropped from 4 to 3. Customer cited repeated provisioning delays.,negative,-0.38
sig_296009_0252,296009,2024-04-21,customer_feedback,Champion Sarah Johnson expressed frustration with batch throughput degradation.,negative,-0.64
sig_296009_0253,296009,2024-04-21,incident,SLA breach: network latency exceeded threshold for 8h. Root cause under investigation.,negative,-0.54
sig_296009_0254,296009,2024-05-02,customer_feedback,NPS score dropped from 7 to 5. Customer cited repeated provisioning delays.,negative,-0.62
sig_296009_0255,296009,2024-05-02,customer_feedback,Champion Sarah Johnson expressed frustration with batch throughput degradation.,negative,-0.56
sig_296009_0256,296009,2024-05-02,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.34
sig_296009_0257,296009,2024-06-17,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.56
sig_296009_0258,296009,2024-06-17,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.62
sig_296009_0259,296009,2024-06-17,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.58
sig_296009_0260,296009,2024-07-18,incident,Critical: GPU cluster outage lasted 6h. Customer escalated to VP level.,negative,-0.66
sig_296009_0261,296009,2024-07-18,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.62
sig_296009_0262,296009,2024-07-18,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.7
sig_296009_0263,296009,2024-08-18,incident,Critical: GPU cluster outage lasted 8h. Customer escalated to VP level.,negative,-0.67
sig_296009_0264,296009,2024-08-18,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.57
sig_296009_0265,296009,2024-09-27,incident,Critical: GPU cluster outage lasted 2h. Customer escalated to VP level.,negative,-0.44
sig_296009_0266,296009,2024-09-27,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.65
sig_296009_0267,296009,2024-10-23,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.59
sig_296009_0268,296009,2024-10-23,customer_feedback,Champion Sarah Johnson expressed frustration with batch throughput degradation.,negative,-0.55
sig_296009_0269,296009,2024-11-10,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.75
sig_296009_0270,296009,2024-11-10,customer_feedback,Champion Sarah Johnson expressed frustration with batch throughput degradation.,negative,-0.58
sig_296009_0271,296009,2024-12-22,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.43
sig_296009_0272,296009,2024-12-22,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.48
sig_296010_0273,296010,2024-01-16,meeting,Expansion discussion: customer evaluating additional rack capacity for Q1 growth.,positive,0.76
sig_296010_0274,296010,2024-01-16,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.49
sig_296010_0275,296010,2024-01-16,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.56
sig_296010_0276,296010,2024-02-10,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.71
sig_296010_0277,296010,2024-02-10,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.75
sig_296010_0278,296010,2024-02-10,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.75
sig_296010_0279,296010,2024-03-03,meeting,Expansion discussion: customer evaluating additional rack capacity for Q1 growth.,positive,0.58
sig_296010_0280,296010,2024-03-03,meeting,Expansion discussion: customer evaluating additional rack capacity for Q1 growth.,positive,0.72
sig_296010_0281,296010,2024-03-03,customer_feedback,Champion Lisa Wang confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.65
sig_296010_0282,296010,2024-04-12,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.42
sig_296010_0283,296010,2024-04-12,meeting,Expansion discussion: customer evaluating additional rack capacity for Q2 growth.,positive,0.61
sig_296010_0284,296010,2024-04-12,customer_feedback,Champion Lisa Wang confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.65
sig_296010_0285,296010,2024-05-18,customer_feedback,NPS survey response: Score improved from 7 to 7. Customer praised faster GPU provisioning.,positive,0.46
sig_296010_0286,296010,2024-05-18,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,-0.05
sig_296010_0287,296010,2024-05-18,customer_feedback,Champion Lisa Wang confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.74
sig_296010_0288,296010,2024-06-28,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,0.01
sig_296010_0289,296010,2024-06-28,health_check,"Proactive health review: RMA rates declining, PUE improving toward target.",positive,0.51
sig_296010_0290,296010,2024-06-28,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.72
sig_296010_0291,296010,2024-07-17,customer_feedback,NPS survey response: Score improved from 7 to 9. Customer praised faster GPU provisioning.,positive,0.6
sig_296010_0292,296010,2024-07-17,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.45
sig_296010_0293,296010,2024-08-07,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.64
sig_296010_0294,296010,2024-08-07,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.55
sig_296010_0295,296010,2024-09-28,customer_feedback,Champion Lisa Wang confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.75
sig_296010_0296,296010,2024-09-28,customer_feedback,NPS survey response: Score improved from 5 to 9. Customer praised faster GPU provisioning.,positive,0.61
sig_296010_0297,296010,2024-10-11,customer_feedback,NPS survey response: Score improved from 7 to 7. Customer praised faster GPU provisioning.,positive,0.71
sig_296010_0298,296010,2024-10-11,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,-0.04
sig_296010_0299,296010,2024-11-13,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.66
sig_296010_0300,296010,2024-11-13,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.72
sig_296010_0301,296010,2024-12-17,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.68
sig_296010_0302,296010,2024-12-17,customer_feedback,Champion Lisa Wang confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.77
sig_296010_0303,296010,2024-12-17,customer_feedback,Champion Lisa Wang confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.95
sig_296011_0304,296011,2024-01-01,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.14
sig_296011_0305,296011,2024-01-01,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.07
sig_296011_0306,296011,2024-02-27,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.28
sig_296011_0307,296011,2024-02-27,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.19
sig_296011_0308,296011,2024-03-05,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.39
sig_296011_0309,296011,2024-03-05,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.15
sig_296011_0310,296011,2024-04-16,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.48
sig_296011_0311,296011,2024-04-16,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.13
sig_296011_0312,296011,2024-04-16,customer_feedback,NPS survey: Score steady at 9/10. Customer values reliability.,neutral,0.14
sig_296011_0313,296011,2024-05-28,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.16
sig_296011_0314,296011,2024-05-28,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.04
sig_296011_0315,296011,2024-06-05,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.19
sig_296011_0316,296011,2024-06-05,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.02
sig_296011_0317,296011,2024-06-05,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.36
sig_296011_0318,296011,2024-07-23,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.01
sig_296011_0319,296011,2024-07-23,health_check,Routine health check: all KPIs within healthy ranges. No action required.,neutral,0.25
sig_296011_0320,296011,2024-07-23,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.3
sig_296011_0321,296011,2024-08-02,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.4
sig_296011_0322,296011,2024-08-02,customer_feedback,NPS survey: Score steady at 5/10. Customer values reliability.,neutral,0.24
sig_296011_0323,296011,2024-09-01,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.25
sig_296011_0324,296011,2024-09-01,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.13
sig_296011_0325,296011,2024-10-02,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.15
sig_296011_0326,296011,2024-10-02,health_check,Routine health check: all KPIs within healthy ranges. No action required.,neutral,0.28
sig_296011_0327,296011,2024-10-02,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.17
sig_296011_0328,296011,2024-11-12,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.33
sig_296011_0329,296011,2024-11-12,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.1
sig_296011_0330,296011,2024-11-12,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.36
sig_296011_0331,296011,2024-12-10,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.47
sig_296011_0332,296011,2024-12-10,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.28
sig_296012_0333,296012,2024-01-25,incident,SLA breach: network latency exceeded threshold for 5h. Root cause under investigation.,negative,-0.52
sig_296012_0334,296012,2024-01-25,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.37
sig_296012_0335,296012,2024-01-25,incident,Critical: GPU cluster outage lasted 4h. Customer escalated to VP level.,negative,-0.84
sig_296012_0336,296012,2024-02-17,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.62
sig_296012_0337,296012,2024-02-17,customer_feedback,NPS score dropped from 4 to 5. Customer cited repeated provisioning delays.,negative,-0.39
sig_296012_0338,296012,2024-02-17,customer_feedback,NPS score dropped from 4 to 2. Customer cited repeated provisioning delays.,negative,-0.32
sig_296012_0339,296012,2024-03-18,incident,SLA breach: network latency exceeded threshold for 5h. Root cause under investigation.,negative,-0.74
sig_296012_0340,296012,2024-03-18,incident,SLA breach: network latency exceeded threshold for 3h. Root cause under investigation.,negative,-0.79
sig_296012_0341,296012,2024-04-05,customer_feedback,Champion Mike Thompson expressed frustration with batch throughput degradation.,negative,-0.47
sig_296012_0342,296012,2024-04-05,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.3
sig_296012_0343,296012,2024-04-05,customer_feedback,Champion Mike Thompson expressed frustration with batch throughput degradation.,negative,-0.4
sig_296012_0344,296012,2024-05-11,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.41
sig_296012_0345,296012,2024-05-11,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.76
sig_296012_0346,296012,2024-05-11,customer_feedback,NPS score dropped from 6 to 2. Customer cited repeated provisioning delays.,negative,-0.74
sig_296012_0347,296012,2024-06-08,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.49
sig_296012_0348,296012,2024-06-08,incident,Critical: GPU cluster outage lasted 3h. Customer escalated to VP level.,negative,-0.49
sig_296012_0349,296012,2024-07-25,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.64
sig_296012_0350,296012,2024-07-25,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.25
sig_296012_0351,296012,2024-08-23,customer_feedback,Champion Mike Thompson expressed frustration with batch throughput degradation.,negative,-0.41
sig_296012_0352,296012,2024-08-23,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.44
sig_296012_0353,296012,2024-08-23,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.34
sig_296012_0354,296012,2024-09-11,customer_feedback,NPS score dropped from 4 to 4. Customer cited repeated provisioning delays.,negative,-0.57
sig_296012_0355,296012,2024-09-11,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.52
sig_296012_0356,296012,2024-09-11,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.41
sig_296012_0357,296012,2024-10-25,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.48
sig_296012_0358,296012,2024-10-25,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.58
sig_296012_0359,296012,2024-10-25,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.26
sig_296012_0360,296012,2024-11-13,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.56
sig_296012_0361,296012,2024-11-13,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.59
sig_296012_0362,296012,2024-12-19,incident,SLA breach: network latency exceeded threshold for 2h. Root cause under investigation.,negative,-0.67
sig_296012_0363,296012,2024-12-19,incident,Critical: GPU cluster outage lasted 7h. Customer escalated to VP level.,negative,-0.49
sig_296013_0364,296013,2024-01-08,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.72
sig_296013_0365,296013,2024-01-08,health_check,"Proactive health review: RMA rates declining, PUE improving toward target.",positive,0.43
sig_296013_0366,296013,2024-02-11,customer_feedback,Champion Alex Chen confirmed renewal intent and requested pricing for GPU cluster expansion.,positive,0.82
sig_296013_0367,296013,2024-02-11,meeting,Expansion discussion: customer evaluating additional rack capacity for Q1 growth.,positive,0.84
sig_296013_0368,296013,2024-03-22,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.99
sig_296013_0369,296013,2024-03-22,meeting,Expansion discussion: customer evaluating additional rack capacity for Q1 growth.,positive,0.67
sig_296013_0370,296013,2024-04-06,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.55
sig_296013_0371,296013,2024-04-06,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.66
sig_296013_0372,296013,2024-04-06,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.45
sig_296013_0373,296013,2024-05-15,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.47
sig_296013_0374,296013,2024-05-15,meeting,Expansion discussion: customer evaluating additional rack capacity for Q2 growth.,positive,0.73
sig_296013_0375,296013,2024-05-15,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,0.07
sig_296013_0376,296013,2024-06-24,customer_feedback,NPS survey response: Score improved from 5 to 6. Customer praised faster GPU provisioning.,positive,0.83
sig_296013_0377,296013,2024-06-24,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,-0.02
sig_296013_0378,296013,2024-06-24,customer_feedback,Support ticket satisfaction: 4.5/5 — team resolved batch processing issue within SLA.,positive,0.51
sig_296013_0379,296013,2024-07-21,customer_feedback,NPS survey response: Score improved from 4 to 9. Customer praised faster GPU provisioning.,positive,0.87
sig_296013_0380,296013,2024-07-21,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,0.01
sig_296013_0381,296013,2024-07-21,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.79
sig_296013_0382,296013,2024-08-16,meeting,Expansion discussion: customer evaluating additional rack capacity for Q3 growth.,positive,0.65
sig_296013_0383,296013,2024-08-16,customer_feedback,NPS survey response: Score improved from 6 to 9. Customer praised faster GPU provisioning.,positive,0.82
sig_296013_0384,296013,2024-08-16,health_check,"Proactive health review: RMA rates declining, PUE improving toward target.",positive,0.69
sig_296013_0385,296013,2024-09-05,incident,Minor network latency spike detected; auto-resolved within 15 minutes. No customer impact.,neutral,0.12
sig_296013_0386,296013,2024-09-05,customer_feedback,NPS survey response: Score improved from 6 to 9. Customer praised faster GPU provisioning.,positive,0.71
sig_296013_0387,296013,2024-10-14,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.77
sig_296013_0388,296013,2024-10-14,meeting,QBR held — customer reported improved deployment times and wants to expand AI workloads.,positive,0.55
sig_296013_0389,296013,2024-11-25,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.97
sig_296013_0390,296013,2024-11-25,customer_feedback,NPS survey response: Score improved from 7 to 5. Customer praised faster GPU provisioning.,positive,0.6
sig_296013_0391,296013,2024-11-25,milestone,Customer achieved 99.9% uptime target for the first time this quarter.,positive,0.91
sig_296013_0392,296013,2024-12-22,customer_feedback,NPS survey response: Score improved from 7 to 7. Customer praised faster GPU provisioning.,positive,0.76
sig_296013_0393,296013,2024-12-22,customer_feedback,NPS survey response: Score improved from 4 to 6. Customer praised faster GPU provisioning.,positive,0.45
sig_296014_0394,296014,2024-01-16,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.21
sig_296014_0395,296014,2024-01-16,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.21
sig_296014_0396,296014,2024-02-01,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.05
sig_296014_0397,296014,2024-02-01,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.02
sig_296014_0398,296014,2024-03-11,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.17
sig_296014_0399,296014,2024-03-11,customer_feedback,NPS survey: Score steady at 8/10. Customer values reliability.,neutral,0.31
sig_296014_0400,296014,2024-03-11,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.53
sig_296014_0401,296014,2024-04-14,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.18
sig_296014_0402,296014,2024-04-14,customer_feedback,NPS survey: Score steady at 9/10. Customer values reliability.,neutral,0.34
sig_296014_0403,296014,2024-05-15,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.04
sig_296014_0404,296014,2024-05-15,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.23
sig_296014_0405,296014,2024-05-15,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.45
sig_296014_0406,296014,2024-06-13,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.32
sig_296014_0407,296014,2024-06-13,health_check,Routine health check: all KPIs within healthy ranges. No action required.,neutral,-0.05
sig_296014_0408,296014,2024-07-10,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.16
sig_296014_0409,296014,2024-07-10,milestone,Contract renewal processed — 12-month extension at current terms.,positive,0.31
sig_296014_0410,296014,2024-07-10,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.15
sig_296014_0411,296014,2024-08-17,customer_feedback,"Feedback form: ""Service meets expectations. Would like more proactive reporting.""",neutral,0.21
sig_296014_0412,296014,2024-08-17,meeting,Monthly sync — customer satisfied with current service levels. No escalations.,neutral,0.14
sig_296014_0413,296014,2024-09-14,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.18
sig_296014_0414,296014,2024-09-14,customer_feedback,NPS survey: Score steady at 7/10. Customer values reliability.,neutral,0.36
sig_296014_0415,296014,2024-09-14,health_check,Routine health check: all KPIs within healthy ranges. No action required.,neutral,-0.0
sig_296014_0416,296014,2024-10-13,customer_feedback,NPS survey: Score steady at 9/10. Customer values reliability.,neutral,0.33
sig_296014_0417,296014,2024-10-13,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.19
sig_296014_0418,296014,2024-11-07,health_check,Routine health check: all KPIs within healthy ranges. No action required.,neutral,-0.07
sig_296014_0419,296014,2024-11-07,health_check,Routine health check: all KPIs within healthy ranges. No action required.,neutral,0.29
sig_296014_0420,296014,2024-11-07,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.15
sig_296014_0421,296014,2024-12-07,meeting,Stakeholder check-in: no open issues. Discussed roadmap for next quarter.,neutral,0.36
sig_296014_0422,296014,2024-12-07,health_check,"Quarterly review: GPU utilization stable at ~75%, power efficiency on target.",neutral,0.1
sig_296014_0423,296014,2024-12-07,incident,Scheduled maintenance window completed successfully. All systems nominal.,neutral,0.16
sig_296015_0424,296015,2024-01-23,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.58
sig_296015_0425,296015,2024-01-23,incident,Critical: GPU cluster outage lasted 5h. Customer escalated to VP level.,negative,-0.59
sig_296015_0426,296015,2024-02-18,customer_feedback,NPS score dropped from 4 to 3. Customer cited repeated provisioning delays.,negative,-0.51
sig_296015_0427,296015,2024-02-18,incident,Critical: GPU cluster outage lasted 6h. Customer escalated to VP level.,negative,-0.74
sig_296015_0428,296015,2024-02-18,incident,Critical: GPU cluster outage lasted 4h. Customer escalated to VP level.,negative,-0.83
sig_296015_0429,296015,2024-03-18,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.32
sig_296015_0430,296015,2024-03-18,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.55
sig_296015_0431,296015,2024-03-18,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.59
sig_296015_0432,296015,2024-04-09,incident,Critical: GPU cluster outage lasted 8h. Customer escalated to VP level.,negative,-0.44
sig_296015_0433,296015,2024-04-09,incident,Critical: GPU cluster outage lasted 5h. Customer escalated to VP level.,negative,-0.42
sig_296015_0434,296015,2024-04-09,customer_feedback,NPS score dropped from 5 to 5. Customer cited repeated provisioning delays.,negative,-0.75
sig_296015_0435,296015,2024-05-19,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.53
sig_296015_0436,296015,2024-05-19,customer_feedback,NPS score dropped from 4 to 2. Customer cited repeated provisioning delays.,negative,-0.54
sig_296015_0437,296015,2024-06-06,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.72
sig_296015_0438,296015,2024-06-06,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.67
sig_296015_0439,296015,2024-06-06,incident,Critical: GPU cluster outage lasted 7h. Customer escalated to VP level.,negative,-0.61
sig_296015_0440,296015,2024-07-08,customer_feedback,Champion Alex Chen expressed frustration with batch throughput degradation.,negative,-0.48
sig_296015_0441,296015,2024-07-08,customer_feedback,NPS score dropped from 5 to 3. Customer cited repeated provisioning delays.,negative,-0.73
sig_296015_0442,296015,2024-07-08,incident,SLA breach: network latency exceeded threshold for 7h. Root cause under investigation.,negative,-0.74
sig_296015_0443,296015,2024-08-08,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.75
sig_296015_0444,296015,2024-08-08,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.4
sig_296015_0445,296015,2024-09-18,meeting,"QBR cancelled by customer — cited ""lack of visible improvement"" in service quality.",negative,-0.34
sig_296015_0446,296015,2024-09-18,incident,SLA breach: network latency exceeded threshold for 6h. Root cause under investigation.,negative,-0.57
sig_296015_0447,296015,2024-09-18,incident,SLA breach: network latency exceeded threshold for 2h. Root cause under investigation.,negative,-0.68
sig_296015_0448,296015,2024-10-19,customer_feedback,Support satisfaction: 2.1/5. Customer requests executive-level engagement.,negative,-0.77
sig_296015_0449,296015,2024-10-19,customer_feedback,NPS score dropped from 6 to 2. Customer cited repeated provisioning delays.,negative,-0.51
sig_296015_0450,296015,2024-10-19,incident,Critical: GPU cluster outage lasted 4h. Customer escalated to VP level.,negative,-0.65
sig_296015_0451,296015,2024-11-08,meeting,Emergency call: customer threatened to evaluate competitors due to ongoing RMA issues.,negative,-0.62
sig_296015_0452,296015,2024-11-08,health_check,Health review flagged declining PUE and rising support ticket volume.,negative,-0.48
sig_296015_0453,296015,2024-12-22,customer_feedback,Champion Alex Chen expressed frustration with batch throughput degradation.,negative,-0.5
sig_296015_0454,296015,2024-12-22,incident,Critical: GPU cluster outage lasted 5h. Customer escalated to VP level.,negative,-0.54
sig_296015_0455,296015,2024-12-22,incident,Critical: GPU cluster outage lasted 7h. Customer escalated to VP level.,negative,-0.87
