account_id,signal_ref,signal_date,signal_type,content,sentiment,sentiment_score,stakeholder_name,stakeholder_title,causal_chain_ref,revenue_impact,confidence,source_platform
292006,phase4:w7,2026-03-05,meeting,CTO-to-CTO call: our CTO presents technology roadmap and co-innovation partnership proposal,positive,0.25,CTO,decision_maker,,380000.0,0.71,csv_import
292006,phase5:w1,2025-06-26,decision,Negotiate and sign 3-year retention agreement with 8% volume discount and technology refresh guarantee,positive,0.3,CTO,decision_maker,,3800000.0,0.72,csv_import
292006,phase5:w3,2025-07-09,milestone,Co-innovation lab pilot launches; customer CTO presents joint roadmap at internal all-hands,neutral,0.15,CTO,decision_maker,,400000.0,0.81,csv_import
292006,phase5:w5,2025-07-20,milestone,CFO approves Phase 2 expansion budget of $400K for additional GPU capacity; expansion probability spikes to 82%,neutral,0.1,CTO,decision_maker,,400000.0,0.79,csv_import
292007,phase1:w2,2025-08-12,signal,VP Engineering skips optional architecture review for first time in 18 months,neutral,-0.05,VP Engineering,champion,,0.0,0.72,csv_import
292007,phase1:w5,2025-08-31,signal,Champion email response time increases from 2h to 18h average,neutral,-0.08,VP Engineering,champion,,0.0,0.85,csv_import
292007,phase1:w8,2025-09-25,meeting,Quarterly sync shortened from 60min to 25min; CTO sends delegate instead of attending,neutral,-0.1,VP Engineering,champion,,0.0,0.8,csv_import
292007,phase2:w2,2025-10-23,stakeholder_change,VP Engineering stops attending all optional syncs; communication goes through junior engineer only,neutral,-0.2,VP Engineering,champion,,0.0,0.84,csv_import
292007,phase2:w5,2025-11-09,external,Competitor begins stealth POC: 4 GPU nodes deployed in customer lab for 'benchmark evaluation',neutral,-0.15,VP Engineering,champion,cc_competitive_threat,-320000.0,0.81,csv_import
292007,phase2:w7,2025-11-27,incident,Q2 QBR not scheduled; customer's EA says 'leadership is too busy this quarter',neutral,-0.15,VP Engineering,champion,,0.0,0.86,csv_import
292007,phase2:w9,2025-12-09,signal,GPU utilization drops 8% over 6 weeks as test workloads shift to competitor hardware,neutral,-0.1,VP Engineering,champion,cc_competitive_threat,-640000.0,0.85,csv_import
292007,phase3:w1,2025-11-27,signal,Platform fires 'Silent Churn Risk' alert: convergence of 4 weak signals exceeds compound-risk threshold,neutral,0.0,VP Engineering,champion,,-3200000.0,0.74,csv_import
292007,phase3:w2,2025-11-30,escalation,CSM escalates to VP Sales with full context graph showing causal chain from champion silence to churn risk,neutral,0.05,VP Engineering,champion,cc_intervention_to_retention,0.0,0.81,csv_import
292007,phase3:w4,2025-12-16,signal,Competitive intelligence confirms: customer's ML team has been running parallel benchmarks for 6 weeks; competitor quoting 15% lower TCO,neutral,-0.2,VP Engineering,champion,,-3200000.0,0.95,csv_import
292007,phase4:w1,2026-01-18,decision,VP Sales initiates direct CTO-to-CTO call; schedules emergency executive QBR within 5 business days,neutral,0.15,VP Engineering,champion,,0.0,0.83,csv_import
292007,phase4:w3,2026-02-02,decision,Deploy competitive defense playbook: on-site performance tuning team + benchmark comparison showing 22% throughput advantage,neutral,0.2,VP Engineering,champion,cc_intervention_to_retention,960000.0,0.71,csv_import
292007,phase4:w5,2026-02-18,milestone,"VP Engineering re-engages: attends full technical deep-dive, shares internal AI roadmap for next 12 months",positive,0.25,VP Engineering,champion,,1600000.0,0.95,csv_import
292007,phase4:w7,2026-03-05,decision,Negotiate retention package: 3-year price lock at 5% discount + custom SLA with 99.95% uptime guarantee + dedicated TAM,neutral,0.2,VP Engineering,champion,,3200000.0,0.83,csv_import
292007,phase5:w2,2025-06-02,milestone,3-year retention contract signed; competitor hardware returned from lab,positive,0.3,VP Engineering,champion,,3200000.0,0.79,csv_import
292007,phase5:w4,2025-06-17,milestone,GPU utilization recovers to 72% as migrated workloads return; new inference pipeline added,neutral,0.15,VP Engineering,champion,,0.0,0.8,csv_import
292007,phase5:w6,2025-07-01,meeting,Full executive QBR completed; CTO presents joint AI roadmap; expansion discussion opened for 128 additional GPU nodes in Q4,neutral,0.2,VP Engineering,champion,,0.0,0.87,csv_import
292008,phase0:w1,2025-06-22,meeting,QBR with CTO and VP Engineering reviews current infrastructure health and AI roadmap. VP Engineering shares plans to onboard 3 new ML teams.,neutral,0.1,VP Engineering,champion,,0.0,0.9,csv_import
292008,phase0:w3,2025-07-08,decision,VP Engineering proposes POC for new large-language-model fine-tuning workloads on existing GPU cluster. CSM facilitates architecture review to ensure success.,neutral,0.15,VP Engineering,champion,,0.0,0.72,csv_import
292008,phase0:w6,2025-07-27,milestone,POC workloads deployed successfully. GPU utilization climbs from 55% to 62%. VP Engineering reports positive results to CTO.,neutral,0.1,VP Engineering,champion,,0.0,0.84,csv_import
292008,phase1:w2,2025-08-27,signal,GPU utilization crosses 70% for the first time. Workload Diversity Score increases to 4 distinct workload types. AI platform showing strong adoption.,neutral,0.1,VP Engineering,champion,cc_gpu_to_expansion,0.0,0.77,csv_import
292008,phase1:w4,2025-09-11,milestone,GPU utilization hits 75% -- the key expansion threshold. Capacity utilization at 78%. Training job completion rate holds strong at 93%. Champion's teams are scaling rapidly.,neutral,0.15,VP Engineering,champion,cc_gpu_to_expansion,0.0,0.92,csv_import
292008,phase1:w7,2025-09-30,meeting,CSM-led capacity planning session with VP Engineering and Infrastructure Director. Show capacity runway depletes in 10 weeks at current growth rate. Champion agrees to raise expansion budget request.,neutral,0.1,VP Engineering,champion,,0.0,0.72,csv_import
292008,phase2:w2,2025-10-20,signal,GPU utilization hits 85%. Training job completion rate drops to 82% as jobs queue for resources. Inference latency (P95) climbs from 40ms to 65ms. First complaints from ML teams.,neutral,-0.15,VP Engineering,champion,cc_gpu_to_expansion,-400000.0,0.93,csv_import
292008,phase2:w4,2025-11-04,incident,Critical GPU memory exhaustion incident. Two production inference endpoints go down for 3 hours. Thermal management score degrades as GPUs run at sustained high load. Infrastructure Director raises concerns about reliability.,negative,-0.25,VP Engineering,champion,cc_capacity_crunch,-800000.0,0.94,csv_import
292008,phase2:w6,2025-11-19,escalation,"VP Engineering escalates to CTO: current infrastructure cannot support AI roadmap. Without expansion, 2 planned ML projects will be delayed 6 months. CTO requests expansion proposal within 2 weeks.",neutral,-0.1,VP Engineering,champion,cc_champion_influence,-1200000.0,0.73,csv_import
292008,phase3:w2,2025-12-14,decision,CTO approves $5.2M expansion budget. Infrastructure Director begins procurement process. CSM provides detailed sizing recommendation based on workload growth projections.,neutral,0.2,VP Engineering,champion,cc_gpu_to_expansion,2600000.0,0.78,csv_import
292008,phase3:w4,2025-12-31,meeting,Technical deep-dive with Infrastructure Director on expansion architecture. CSM arranges reference call with similar customer who expanded successfully. Pricing negotiation begins.,neutral,0.15,VP Engineering,champion,,0.0,0.86,csv_import
292008,phase3:w5,2026-01-06,milestone,Interim GPU scheduling optimization deployed. Training job completion rate recovers to 88%. Inference latency improves to 52ms. Demonstrates CS team's ability to deliver value under pressure.,neutral,0.1,VP Engineering,champion,,0.0,0.9,csv_import
292008,phase4:w2,2026-01-29,decision,Infrastructure Director signs $5.2M expansion purchase order. 128 additional GPUs across 4 new racks. Deployment timeline: 8 weeks to full production.,positive,0.3,VP Engineering,champion,,5200000.0,0.72,csv_import
292008,phase4:w4,2026-02-11,milestone,First 2 expansion racks commissioned and online. GPU utilization drops from 88% to 68% as capacity doubles. Training job queues clear immediately. Performance metrics normalize across the board.,neutral,0.2,VP Engineering,champion,,0.0,0.83,csv_import
292008,phase4:w6,2026-02-22,milestone,"All 4 expansion racks commissioned. Full deployment complete. VP Engineering presents expansion success to board, crediting CS partnership. Account health at 88, expansion probability resets for next cycle.",neutral,0.15,VP Engineering,champion,,0.0,0.79,csv_import
292009,phase1:w2,2025-09-22,meeting,CTO attends full QBR; approves Q3 expansion roadmap for 64 additional GPU nodes,neutral,0.05,Former CTO,champion,,0.0,0.94,csv_import
292009,phase1:w4,2025-10-07,signal,CTO response time increases from 4h to 24h; delegates two scheduled syncs to VP Engineering,neutral,-0.1,Former CTO,champion,,0.0,0.94,csv_import
292009,phase1:w6,2025-10-22,signal,Internal rumor surfaces: CTO may be leaving. CSM picks up signal from VP Engineering's offhand comment about 'leadership changes',neutral,-0.15,Former CTO,champion,,0.0,0.75,csv_import
292009,phase2:w1,2025-10-27,stakeholder_change,Former CTO departure announced; effective immediately. All pending approvals frozen including 64-node GPU expansion,negative,-0.35,Former CTO,champion,,-4100000.0,0.74,csv_import
292009,phase2:w2,2025-11-04,incident,Scheduled QBR cancelled by customer EA: 'New leadership needs time to assess vendor relationships',neutral,-0.15,Former CTO,champion,,0.0,0.91,csv_import
292009,phase2:w3,2025-11-09,stakeholder_change,New CTO starts. Background: 15 years at hyperscale cloud providers. First all-hands mentions 'cloud-first modernization strategy',neutral,-0.2,Former CTO,champion,,-4100000.0,0.83,csv_import
292009,phase2:w5,2025-11-27,signal,New CTO requests full infrastructure cost audit; asks 'Why aren't we using cloud GPUs?' in leadership meeting. VP Engineering relays concern to CSM,neutral,-0.15,Former CTO,champion,,-4100000.0,0.91,csv_import
292009,phase3:w1,2025-12-11,escalation,"CSM escalates to CRO with full stakeholder analysis: champion lost, new decision maker skeptical, $4.1M at risk. Platform fires 'Executive Sponsor Change' risk alert",neutral,0.05,New CTO,decision_maker,cc_reengagement,-4100000.0,0.71,csv_import
292009,phase3:w2,2025-12-16,signal,Platform's causal graph identifies convergence of 5 risk signals: champion departure + engagement vacuum + QBR missed + budget freeze + competing cloud-first priority,neutral,0.0,New CTO,decision_maker,,-4100000.0,0.92,csv_import
292009,phase3:w4,2026-01-01,decision,CRO secures executive introduction meeting with new CTO through mutual board connection; 45-minute slot confirmed,neutral,0.15,New CTO,decision_maker,,0.0,0.73,csv_import
292009,phase3:w6,2026-01-14,meeting,First CRO-New CTO meeting: cautious but productive. New CTO expresses interest in 'proving hybrid value' before committing to cloud migration. Agrees to a 6-week hybrid architecture assessment,neutral,0.2,New CTO,decision_maker,,0.0,0.74,csv_import
292009,phase4:w1,2026-01-19,decision,Deploy hybrid architecture assessment team: 2 solution architects on-site for 3 weeks to benchmark on-prem vs. cloud GPU performance,neutral,0.1,New CTO,decision_maker,,0.0,0.91,csv_import
292009,phase4:w3,2026-02-05,milestone,"Assessment results delivered: on-prem GPU shows 40% lower inference latency, 35% lower TCO at current scale. Cloud burst capability mapped for peak workloads. New CTO says 'This changes my calculus'",positive,0.25,New CTO,decision_maker,cc_champion_conversion,2050000.0,0.9,csv_import
292009,phase4:w4,2026-02-09,meeting,VP Engineering presents hybrid roadmap to new CTO and CFO; positions on-prem as 'performance foundation' with cloud burst for peak training jobs,neutral,0.15,New CTO,decision_maker,cc_champion_conversion,0.0,0.88,csv_import
292009,phase4:w6,2026-02-22,milestone,CFO approves unfreezing infrastructure budget based on TCO data; new CTO lifts vendor review hold on GPU hardware contracts,neutral,0.2,New CTO,decision_maker,,4100000.0,0.8,csv_import
292009,phase5:w2,2025-08-11,milestone,New CTO signs 2-year strategic partnership agreement; commits to hybrid-first infrastructure strategy. Quotes: 'The data convinced me -- hybrid is the right architecture for our workload profile',positive,0.3,New CTO,decision_maker,,4100000.0,0.94,csv_import
292009,phase5:w4,2025-08-28,meeting,"Full executive QBR restored: new CTO, CFO, VP Engineering attend. Joint roadmap presented covering 48-node GPU expansion + cloud burst orchestration. $2M hybrid expansion formally enters pipeline",neutral,0.15,New CTO,decision_maker,,2000000.0,0.77,csv_import
292009,phase5:w6,2025-09-10,milestone,New CTO presents at industry conference citing hybrid GPU infrastructure as competitive advantage; becomes vocal external advocate. Health score reaches 83 -- exceeding pre-crisis baseline,neutral,0.15,New CTO,decision_maker,,0.0,0.76,csv_import
292010,phase1:w2,2025-08-11,signal,VP Engineering skips optional architecture review for first time in 18 months,neutral,-0.05,VP Engineering,champion,,0.0,0.78,csv_import
292010,phase1:w5,2025-09-03,signal,Champion email response time increases from 2h to 18h average,neutral,-0.08,VP Engineering,champion,,0.0,0.93,csv_import
292010,phase1:w8,2025-09-22,meeting,Quarterly sync shortened from 60min to 25min; CTO sends delegate instead of attending,neutral,-0.1,VP Engineering,champion,,0.0,0.79,csv_import
292010,phase2:w2,2025-10-23,stakeholder_change,VP Engineering stops attending all optional syncs; communication goes through junior engineer only,neutral,-0.2,VP Engineering,champion,,0.0,0.95,csv_import
292010,phase2:w5,2025-11-12,external,Competitor begins stealth POC: 4 GPU nodes deployed in customer lab for 'benchmark evaluation',neutral,-0.15,VP Engineering,champion,cc_competitive_threat,-320000.0,0.89,csv_import
292010,phase2:w7,2025-11-26,incident,Q2 QBR not scheduled; customer's EA says 'leadership is too busy this quarter',neutral,-0.15,VP Engineering,champion,,0.0,0.83,csv_import
292010,phase2:w9,2025-12-10,signal,GPU utilization drops 8% over 6 weeks as test workloads shift to competitor hardware,neutral,-0.1,VP Engineering,champion,cc_competitive_threat,-640000.0,0.94,csv_import
292010,phase3:w1,2025-11-24,signal,Platform fires 'Silent Churn Risk' alert: convergence of 4 weak signals exceeds compound-risk threshold,neutral,0.0,VP Engineering,champion,,-3200000.0,0.9,csv_import
292010,phase3:w2,2025-12-01,escalation,CSM escalates to VP Sales with full context graph showing causal chain from champion silence to churn risk,neutral,0.05,VP Engineering,champion,cc_intervention_to_retention,0.0,0.92,csv_import
292010,phase3:w4,2025-12-14,signal,Competitive intelligence confirms: customer's ML team has been running parallel benchmarks for 6 weeks; competitor quoting 15% lower TCO,neutral,-0.2,VP Engineering,champion,,-3200000.0,0.86,csv_import
292010,phase4:w1,2026-01-20,decision,VP Sales initiates direct CTO-to-CTO call; schedules emergency executive QBR within 5 business days,neutral,0.15,VP Engineering,champion,,0.0,0.84,csv_import
292010,phase4:w3,2026-02-01,decision,Deploy competitive defense playbook: on-site performance tuning team + benchmark comparison showing 22% throughput advantage,neutral,0.2,VP Engineering,champion,cc_intervention_to_retention,960000.0,0.88,csv_import
292010,phase4:w5,2026-02-19,milestone,"VP Engineering re-engages: attends full technical deep-dive, shares internal AI roadmap for next 12 months",positive,0.25,VP Engineering,champion,,1600000.0,0.91,csv_import
292010,phase4:w7,2026-03-03,decision,Negotiate retention package: 3-year price lock at 5% discount + custom SLA with 99.95% uptime guarantee + dedicated TAM,neutral,0.2,VP Engineering,champion,,3200000.0,0.72,csv_import
292010,phase5:w2,2025-06-02,milestone,3-year retention contract signed; competitor hardware returned from lab,positive,0.3,VP Engineering,champion,,3200000.0,0.77,csv_import
292010,phase5:w4,2025-06-19,milestone,GPU utilization recovers to 72% as migrated workloads return; new inference pipeline added,neutral,0.15,VP Engineering,champion,,0.0,0.74,csv_import
292010,phase5:w6,2025-07-02,meeting,Full executive QBR completed; CTO presents joint AI roadmap; expansion discussion opened for 128 additional GPU nodes in Q4,neutral,0.2,VP Engineering,champion,,0.0,0.72,csv_import
