signal_id,account_id,signal_date,signal_type,content,sentiment,sentiment_score,arc_id,story_phase,linked_node_id,signal_ref
sig_435016_225,435016,2026-01-15,advocacy,CTO agreed to be a reference customer. Featured in case study and keynote at industry conference.,positive,0.9,reference_customer,,,sig_435016_225
narrative_sig_435016_226,435016,2026-01-29,routine_review,Routine quarterly review completed,positive,0.59,reference_customer,review,,narrative_sig_435016_226
sig_435016_227,435016,2025-10-23,customer_feedback,Regular QBR completed successfully,positive,0.6,reference_customer,,,sig_435016_227
sig_435016_228,435016,2025-10-09,meeting,Expansion discussion in early stages,positive,0.65,reference_customer,,,sig_435016_228
sig_435016_229,435016,2025-11-27,meeting,Champion engagement remains strong,positive,0.7,reference_customer,,,sig_435016_229
sig_435016_230,435016,2025-11-19,customer_feedback,Regular QBR completed successfully,neutral,-0.0,reference_customer,,,sig_435016_230
sig_435016_231,435016,2025-12-02,customer_feedback,Expansion discussion in early stages,positive,0.36,reference_customer,,,sig_435016_231
sig_435016_232,435016,2025-12-07,customer_feedback,Product adoption metrics trending well,positive,0.6,reference_customer,,,sig_435016_232
sig_435016_233,435016,2026-01-04,observation,Expansion discussion in early stages,positive,0.57,reference_customer,,,sig_435016_233
sig_435016_234,435016,2026-01-06,customer_feedback,Regular QBR completed successfully,positive,0.64,reference_customer,,,sig_435016_234
sig_435016_235,435016,2026-02-21,meeting,Expansion discussion in early stages,positive,0.63,reference_customer,,,sig_435016_235
sig_435016_236,435016,2026-02-13,customer_feedback,Regular QBR completed successfully,neutral,0.04,reference_customer,,,sig_435016_236
sig_435016_237,435016,2026-03-11,meeting,Expansion discussion in early stages,positive,0.39,reference_customer,,,sig_435016_237
sig_435016_238,435016,2026-03-15,observation,Expansion discussion in early stages,positive,0.5,reference_customer,,,sig_435016_238
sig_435017_239,435017,2026-02-10,expansion_completed,Phase 2 expansion completed. 40 new GPU nodes online. ARR increased from $1.2M to $1.6M.,positive,0.9,expansion_done,,,sig_435017_239
narrative_sig_435017_240,435017,2026-01-29,routine_review,Routine quarterly review completed,positive,0.66,expansion_done,review,,narrative_sig_435017_240
sig_435017_241,435017,2025-10-03,observation,Champion engagement remains strong,positive,0.48,expansion_done,,,sig_435017_241
sig_435017_242,435017,2025-10-08,meeting,Regular QBR completed successfully,positive,0.62,expansion_done,,,sig_435017_242
sig_435017_243,435017,2025-11-05,health_check,Product adoption metrics trending well,positive,0.28,expansion_done,,,sig_435017_243
sig_435017_244,435017,2025-11-11,observation,Expansion discussion in early stages,positive,0.71,expansion_done,,,sig_435017_244
sig_435017_245,435017,2025-12-02,health_check,Expansion discussion in early stages,positive,0.62,expansion_done,,,sig_435017_245
sig_435017_246,435017,2025-12-06,observation,Product adoption metrics trending well,positive,0.62,expansion_done,,,sig_435017_246
sig_435017_247,435017,2026-01-22,customer_feedback,Regular QBR completed successfully,positive,0.52,expansion_done,,,sig_435017_247
sig_435017_248,435017,2025-12-30,observation,Regular QBR completed successfully,positive,0.69,expansion_done,,,sig_435017_248
sig_435017_249,435017,2026-02-07,observation,Product adoption metrics trending well,positive,0.72,expansion_done,,,sig_435017_249
sig_435017_250,435017,2026-02-04,customer_feedback,Expansion discussion in early stages,positive,0.46,expansion_done,,,sig_435017_250
sig_435017_251,435017,2026-03-15,meeting,Product adoption metrics trending well,positive,0.49,expansion_done,,,sig_435017_251
sig_435017_252,435017,2026-03-17,health_check,Product adoption metrics trending well,positive,0.69,expansion_done,,,sig_435017_252
sig_435018_253,435018,2026-01-18,fast_onboarding,Time-to-first-workload: 3 days (benchmark: 14 days). Fastest onboarding in portfolio history.,positive,0.9,new_customer,,,sig_435018_253
sig_435018_254,435018,2026-02-15,rapid_adoption,GPU utilization reached 65% in 4 weeks. 12 training jobs running concurrently.,positive,0.9,new_customer,,,sig_435018_254
narrative_sig_435018_255,435018,2026-01-29,routine_review,Routine quarterly review completed,positive,0.74,new_customer,review,,narrative_sig_435018_255
sig_435018_256,435018,2025-10-25,customer_feedback,Regular QBR completed successfully,positive,0.56,new_customer,,,sig_435018_256
sig_435018_257,435018,2025-10-19,health_check,Expansion discussion in early stages,positive,0.65,new_customer,,,sig_435018_257
sig_435018_258,435018,2025-11-07,customer_feedback,Regular QBR completed successfully,neutral,0.02,new_customer,,,sig_435018_258
sig_435018_259,435018,2025-11-24,meeting,Champion engagement remains strong,neutral,0.1,new_customer,,,sig_435018_259
sig_435018_260,435018,2025-12-21,observation,Expansion discussion in early stages,positive,0.58,new_customer,,,sig_435018_260
sig_435018_261,435018,2025-12-14,health_check,Product adoption metrics trending well,positive,0.36,new_customer,,,sig_435018_261
sig_435018_262,435018,2026-01-15,health_check,Product adoption metrics trending well,neutral,0.13,new_customer,,,sig_435018_262
sig_435018_263,435018,2026-01-18,observation,Expansion discussion in early stages,positive,0.62,new_customer,,,sig_435018_263
sig_435018_264,435018,2026-01-29,meeting,Regular QBR completed successfully,neutral,-0.01,new_customer,,,sig_435018_264
sig_435018_265,435018,2026-02-20,meeting,Champion engagement remains strong,positive,0.59,new_customer,,,sig_435018_265
sig_435018_266,435018,2026-03-20,observation,Champion engagement remains strong,neutral,0.18,new_customer,,,sig_435018_266
sig_435018_267,435018,2026-03-29,customer_feedback,Expansion discussion in early stages,neutral,-0.05,new_customer,,,sig_435018_267
